num,y,x
0,0.2,-3.7814919471740724
1,0.2,-3.7470132339000704
2,0.4,-3.7125345206260683
3,0.2,-3.678055807352066
4,0.2,-3.643577094078064
5,0.2,-3.609098380804062
6,0.2,-3.57461966753006
7,0.0,-3.540140954256058
8,0.2,-3.5056622409820557
9,0.2,-3.4711835277080536
10,0.4,-3.4367048144340515
11,0.8,-3.40222610116005
12,0.8,-3.3677473878860473
13,0.8,-3.3332686746120457
14,0.8,-3.2987899613380436
15,0.8,-3.2643112480640415
16,0.4,-3.2298325347900394
17,0.4,-3.1953538215160373
18,0.4,-3.160875108242035
19,0.6000000000000001,-3.126396394968033
20,0.4,-3.091917681694031
21,0.4,-3.057438968420029
22,1.0,-3.022960255146027
23,0.8,-2.9884815418720247
24,1.2000000000000002,-2.9540028285980227
25,1.6,-2.9195241153240206
26,2.0,-2.8850454020500185
27,1.4,-2.8505666887760164
28,2.0,-2.8160879755020143
29,1.4000000000000001,-2.781609262228012
30,1.8,-2.7471305489540105
31,2.4000000000000004,-2.712651835680008
32,2.8000000000000003,-2.6781731224060064
33,2.8000000000000003,-2.643694409132004
34,3.6000000000000005,-2.609215695858002
35,3.0,-2.5747369825839996
36,2.4,-2.540258269309998
37,2.4,-2.5057795560359954
38,1.9999999999999998,-2.471300842761994
39,2.4000000000000004,-2.4368221294879917
40,2.6,-2.4023434162139896
41,2.8000000000000003,-2.3678647029399875
42,3.0000000000000004,-2.3333859896659854
43,4.0,-2.2989072763919833
44,3.8000000000000003,-2.2644285631179812
45,3.8000000000000003,-2.229949849843979
46,3.6,-2.195471136569977
47,4.2,-2.160992423295975
48,3.8,-2.126513710021973
49,4.2,-2.092034996747971
50,4.200000000000001,-2.0575562834739687
51,6.0,-2.023077570199967
52,4.800000000000001,-1.9885988569259647
53,5.4,-1.9541201436519626
54,5.0,-1.9196414303779605
55,5.6000000000000005,-1.8851627171039584
56,4.800000000000001,-1.8506840038299563
57,7.600000000000001,-1.8162052905559543
58,8.000000000000002,-1.7817265772819522
59,8.200000000000001,-1.7472478640079503
60,9.2,-1.7127691507339482
61,11.0,-1.678290437459946
62,9.799999999999999,-1.643811724185944
63,12.0,-1.609333010911942
64,13.0,-1.5748542976379398
65,12.6,-1.5403755843639377
66,13.4,-1.5058968710899356
67,13.600000000000001,-1.4714181578159335
68,13.8,-1.4369394445419315
69,15.0,-1.4024607312679294
70,16.8,-1.3679820179939273
71,15.8,-1.3335033047199252
72,17.2,-1.299024591445923
73,15.8,-1.264545878171921
74,17.000000000000004,-1.230067164897919
75,18.400000000000002,-1.1955884516239172
76,22.400000000000002,-1.1611097383499152
77,26.400000000000002,-1.126631025075913
78,32.400000000000006,-1.092152311801911
79,39.8,-1.0576735985279089
80,48.0,-1.0231948852539068
81,55.0,-0.9887161719799047
82,64.6,-0.9542374587059026
83,75.8,-0.9197587454319005
84,83.0,-0.8852800321578984
85,91.0,-0.8508013188838963
86,102.2,-0.8163226056098942
87,118.0,-0.7818438923358921
88,136.4,-0.74736517906189
89,167.60000000000002,-0.712886465787888
90,206.40000000000003,-0.6784077525138859
91,253.40000000000003,-0.6439290392398838
92,318.0,-0.6094503259658817
93,401.6,-0.5749716126918796
94,508.4,-0.5404928994178775
95,657.6,-0.5060141861438754
96,842.2,-0.4715354728698733
97,1075.8,-0.43705675959587165
98,1393.2,-0.40257804632186955
99,1786.6,-0.36809933304786746
100,2275.4,-0.33362061977386537
101,2900.8,-0.2991419064998633
102,3644.2,-0.2646631932258612
103,4514.8,-0.2301844799518591
104,5519.2,-0.195705766677857
105,6577.799999999999,-0.1612270534038549
106,7672.8,-0.1267483401298528
107,8737.4,-0.09226962685585072
108,9677.400000000001,-0.057790913581848624
109,10427.6,-0.02331220030784653
110,10907.400000000001,0.011166512966155562
111,10789.800000000001,0.045645226240157655
112,10045.600000000002,0.08012393951415975
113,8694.400000000001,0.11460265278816184
114,6907.800000000001,0.14908136606216393
115,4939.400000000001,0.18356007933616603
116,3224.0,0.21803879261016812
117,1921.2,0.2525175058841702
118,1063.2,0.28699621915817186
119,565.0,0.3214749324321744
120,308.8,0.35595364570617605
121,170.60000000000002,0.3904323589801786
122,83.20000000000002,0.42491107225418023
123,45.0,0.45938978552818277
124,26.200000000000003,0.4938684988021844
125,15.8,0.528347212076187
126,10.4,0.5628259253501886
127,6.4,0.5973046386241911
128,4.4,0.6317833518981928
129,3.2,0.6662620651721944
130,2.0,0.700740778446197
131,1.5999999999999999,0.7352194917201986
132,1.4,0.7696982049942012
133,1.0,0.8041769182682028
134,0.6000000000000001,0.8386556315422053
135,0.6000000000000001,0.873134344816207
136,0.4,0.9076130580902095
137,0.4,0.9420917713642112
138,0.2,0.9765704846382137
139,0.2,1.0110491979122154
140,0.2,1.045527911186218
141,0.2,1.0800066244602196
142,0.0,1.114485337734222
143,0.0,1.1489640510082237
144,0.2,1.1834427642822263
145,0.2,1.217921477556228
146,0.2,1.2524001908302305
147,0.4,1.2868789041042321
148,0.4,1.3213576173782347
149,0.2,1.3558363306522363
150,0.2,1.390315043926238
151,0.2,1.4247937572002405
152,0.0,1.4592724704742421
153,0.0,1.4937511837482447
154,0.0,1.5282298970222463
155,0.0,1.5627086102962489
156,0.0,1.5971873235702505
157,0.2,1.631666036844253
158,0.4,1.6661447501182547
159,0.6000000000000001,1.7006234633922572
160,0.8,1.7351021766662589
161,1.2000000000000002,1.7695808899402614
162,1.0,1.804059603214263
163,0.8,1.8385383164882656
164,0.6000000000000001,1.8730170297622672
165,0.6000000000000001,1.9074957430362698
166,0.8,1.9419744563102714
167,1.2000000000000002,1.976453169584274
168,1.6,2.0109318828582756
169,2.8000000000000003,2.045410596132278
170,3.4000000000000004,2.07988930940628
171,3.4,2.1143680226802815
172,3.6000000000000005,2.148846735954284
173,3.6,2.1833254492282856
174,3.6,2.217804162502288
175,3.8000000000000003,2.25228287577629
176,5.800000000000001,2.2867615890502924
177,7.0,2.321240302324294
178,9.600000000000001,2.3557190155982966
179,10.8,2.390197728872298
180,11.8,2.4246764421463007
181,11.399999999999999,2.4591551554203024
182,14.000000000000002,2.493633868694305
183,14.4,2.5281125819683066
184,18.400000000000002,2.562591295242309
185,21.799999999999997,2.5970700085163108
186,26.0,2.6315487217903133
187,28.6,2.666027435064315
188,32.6,2.7005061483383175
189,32.800000000000004,2.734984861612319
190,33.2,2.7694635748863217
191,32.4,2.8039422881603233
192,30.800000000000004,2.838421001434326
193,27.600000000000005,2.8728997147083275
194,26.000000000000004,2.907378427982329
195,24.0,2.9418571412563317
196,20.800000000000004,2.9763358545303333
197,15.6,3.010814567804336
198,11.400000000000002,3.0452932810783375
199,6.400000000000001,3.07977199435234
